Bubba|152.130.7.3|12/18/05 - 16:52:39|4
Guest (24.50.227.3)|24.50.227.3|12/18/05 - 17:03:46|14
MItsukido|12.217.60.55|12/18/05 - 18:17:18|5
Kytah|66.222.150.13|12/18/05 - 19:35:57|14
