Ferrik|192.91.171.36|12/09/05 - 08:22:18|5
Bubba|71.246.91.34|12/09/05 - 09:20:09|2
volizden|68.90.147.26|12/09/05 - 14:59:50|25
Thantoes|65.123.118.253|12/09/05 - 16:41:14|28
