Iverrus|68.146.108.12|11/13/05 - 00:48:31|1
linkk|67.164.165.159|11/13/05 - 11:58:39|22
Foppish|24.50.227.3|11/13/05 - 15:07:56|9
volizden|68.90.144.70|11/13/05 - 16:36:14|1
linkk (Updater)|67.164.165.159|11/13/05 - 19:14:40|36
Bubba|71.248.61.49|11/13/05 - 22:48:49|8
Erati|12.217.60.55|11/13/05 - 23:00:03|8
