Ferrik|192.91.171.36|12/22/05 - 07:07:47|6
MItsukido|12.217.60.55|12/22/05 - 09:24:26|6
Kytah|66.222.150.13|12/22/05 - 11:25:09|1
Guest (71.208.62.79)|71.208.62.79|12/22/05 - 12:40:20|2
minmite|71.208.62.79|12/22/05 - 12:40:30|2
Guest (65.123.118.253)|65.123.118.253|12/22/05 - 14:18:07|2
linkk|67.164.165.159|12/22/05 - 15:22:56|16
Thantoes|65.123.118.253|12/22/05 - 16:18:52|21
