Guest (69.29.79.128)|69.29.79.128|12/01/05 - 04:10:57|2
Thantoes|69.29.79.128|12/01/05 - 04:12:21|7
Ferrik|192.91.171.36|12/01/05 - 10:13:48|7
volizden|68.90.147.26|12/01/05 - 11:14:40|21
linkk|67.164.165.159|12/01/05 - 13:25:28|15
Bubba|71.246.72.18|12/01/05 - 23:33:36|2
