Ferrik|192.91.171.36|11/17/05 - 11:37:45|12
linkk (Updater)|67.164.165.159|11/17/05 - 13:35:56|5
volizden|68.90.147.26|11/17/05 - 19:04:35|8
auryn8|68.146.108.12|11/17/05 - 20:00:46|9
Foppish|24.50.227.3|11/17/05 - 20:45:47|13
linkk|67.164.165.159|11/17/05 - 21:19:10|15
Bubba|152.130.7.3|11/17/05 - 22:15:03|22
Foppish (Updater)|24.50.227.3|11/17/05 - 23:54:12|46
