volizden|68.90.147.26|12/05/05 - 09:15:52|2
Iverrus|64.42.200.130|12/05/05 - 09:36:06|10
Guest (198.209.164.144)|198.209.164.144|12/05/05 - 12:59:15|2
Erati|198.209.164.144|12/05/05 - 13:02:56|15
Ferrik|192.91.171.36|12/05/05 - 14:02:39|30
Bubba|152.130.7.3|12/05/05 - 19:32:15|29
