Guest (67.164.165.159)|67.164.165.159|12/20/05 - 09:50:09|3
volizden|68.90.147.26|12/20/05 - 14:34:49|25
Ferrik|192.91.171.36|12/20/05 - 17:04:03|8
MItsukido|12.217.60.55|12/20/05 - 21:15:03|5
Guest (64.91.78.56)|64.91.78.56|12/20/05 - 21:48:42|2
Thantoes|64.91.78.56|12/20/05 - 21:50:55|6
