Bubba|152.130.7.3|10/30/05 - 01:32:12|35
Guest (68.90.144.70)|68.90.144.70|10/30/05 - 16:41:37|5
Purrrshaka|24.50.227.3|10/30/05 - 17:12:51|15
Foppish|24.50.227.3|10/30/05 - 19:18:40|39
volizden|68.90.144.70|10/30/05 - 19:35:54|52
linkk|67.164.165.159|10/30/05 - 21:16:43|51
Thantoes|69.29.76.197|10/30/05 - 23:27:36|10
Erati|12.217.60.55|10/30/05 - 23:39:09|43
auryn8|68.146.108.12|10/30/05 - 23:46:58|27
