Guest (67.164.165.159)|67.164.165.159|12/12/05 - 01:08:51|1
MItsukido|12.217.60.55|12/12/05 - 07:52:21|2
Ferrik|192.91.171.36|12/12/05 - 08:37:36|18
Thantoes|65.123.118.253|12/12/05 - 17:41:36|10
Foppish|24.50.227.3|12/12/05 - 20:43:20|4
