Ferrik|192.91.171.36|11/28/05 - 10:13:27|19
Guest (146.7.88.24)|146.7.88.24|11/28/05 - 11:48:52|2
volizden|146.7.88.24|11/28/05 - 11:53:50|13
Erati|198.209.162.78|11/28/05 - 13:14:22|11
Guest (198.209.162.78)|198.209.162.78|11/28/05 - 15:24:50|3
Thantoes|65.123.118.253|11/28/05 - 17:59:29|25
