Guest (71.248.61.49)|71.248.61.49|11/09/05 - 00:21:40|2
Ferrik|192.91.171.36|11/09/05 - 09:15:46|13
Thantoes|69.29.62.80|11/09/05 - 12:14:01|12
Guest (64.42.200.130)|64.42.200.130|11/09/05 - 15:40:20|13
Bubba|152.130.7.3|11/09/05 - 17:30:24|13
Erati|12.217.60.55|11/09/05 - 18:51:23|4
volizden|68.90.144.70|11/09/05 - 20:41:07|3
klassy|67.164.165.159|11/09/05 - 21:02:13|50
Guest (67.164.165.159)|67.164.165.159|11/09/05 - 21:02:17|16
linkk|67.164.165.159|11/09/05 - 23:36:52|82
