Ferrik|192.91.171.42|11/08/05 - 11:02:59|7
auryn8|68.146.108.12|11/08/05 - 12:47:13|10
linkk|67.164.165.159|11/08/05 - 15:39:48|6
Foppish|24.50.227.3|11/08/05 - 21:10:05|1
