1|GU Comics|http://www.gucomics.com/|Those great EQ comics we all love to laugh at :)|02/13/04 - 18:29:37|Sealilly|17|0|0|
2|Everquest Stratics|http://eq.stratics.com/|More info on things in EQ|02/13/04 - 18:16:18|Coralhunt|14|0|0|
3|Castersrealm|http://eq.crgaming.com/|Spells, and other good information on character creation and skills|02/13/04 - 18:14:41|Coralhunt|47|0|0|
4|Allakhazam's Magical Realm|http://everquest.allakhazam.com/|Good Place to view Quests, Items, and other knowledge based information.|02/13/04 - 18:14:03|Coralhunt|45|0|0|
5|Everquest Home|http://eqlive.station.sony.com/|Home of Everquest and all its knowledge|02/13/04 - 18:12:56|Coralhunt|9|0|0|
6|Everlore|http://www.everlore.com|general qwests, class, mob information|02/05/04 - 23:15:27|Sealilly|9|0|0|
